vecindario,day,x_outs,y_outs
5,9,sewer_and_water,10.0
5,9,sewer_and_water,10.0
5,9,sewer_and_water,10.0
5,9,sewer_and_water,10.0
5,9,power,5.0
5,9,power,10.0
5,9,power,6.0
5,9,power,10.0
5,9,power,9.0
5,9,power,9.0
5,9,power,5.0
5,9,power,9.0
5,9,power,9.0
5,9,power,10.0
5,9,power,7.0
5,9,power,9.0
5,9,power,7.0
5,9,power,7.0
5,9,power,9.0
5,9,power,6.0
5,9,power,5.0
5,9,power,10.0
5,9,power,6.0
5,9,power,6.0
5,9,power,8.0
5,9,power,6.0
5,9,power,5.0
5,9,power,10.0
5,9,power,7.0
5,9,power,7.0
5,9,power,7.0
5,9,power,7.0
5,9,power,6.0
5,9,power,9.0
5,9,power,10.0
5,9,power,6.0
5,9,power,10.0
5,9,power,8.0
5,9,power,6.0
5,9,power,7.0
5,9,power,9.0
5,9,power,10.0
5,9,power,7.0
5,9,power,7.0
5,9,power,5.0
5,9,power,10.0
5,9,power,9.0
5,9,power,9.0
5,9,power,9.0
5,9,power,10.0
5,9,power,7.0
5,9,power,9.0
5,9,power,7.0
5,9,power,10.0
5,9,power,10.0
5,9,power,7.0
5,9,power,8.0
5,9,power,10.0
5,9,power,10.0
5,9,power,5.0
5,9,power,10.0
5,9,power,6.0
5,9,power,10.0
5,9,power,9.0
5,9,power,9.0
5,9,power,5.0
5,9,power,9.0
5,9,power,9.0
5,9,power,10.0
5,9,power,7.0
5,9,power,9.0
5,9,power,7.0
5,9,power,7.0
5,9,power,9.0
5,9,power,6.0
5,9,power,5.0
5,9,power,10.0
5,9,power,6.0
5,9,power,6.0
5,9,power,8.0
5,9,power,6.0
5,9,power,5.0
5,9,power,10.0
5,9,power,7.0
5,9,power,7.0
5,9,power,7.0
5,9,power,7.0
5,9,power,6.0
5,9,power,9.0
5,9,power,10.0
5,9,power,6.0
5,9,power,10.0
5,9,power,8.0
5,9,power,6.0
5,9,power,7.0
5,9,power,9.0
5,9,power,10.0
5,9,power,7.0
5,9,power,7.0
5,9,power,5.0
5,9,power,10.0
5,9,power,9.0
5,9,power,9.0
5,9,power,9.0
5,9,power,10.0
5,9,power,7.0
5,9,power,9.0
5,9,power,7.0
5,9,power,10.0
5,9,power,10.0
5,9,power,7.0
5,9,power,8.0
5,9,power,10.0
5,9,power,10.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,9.0
5,9,roads_and_bridges,9.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,9.0
5,9,roads_and_bridges,9.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,9.0
5,9,roads_and_bridges,9.0
5,9,roads_and_bridges,9.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,9.0
5,9,roads_and_bridges,9.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,9.0
5,9,roads_and_bridges,9.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,9.0
5,9,roads_and_bridges,9.0
5,9,roads_and_bridges,9.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,10.0
5,9,roads_and_bridges,10.0
5,9,medical,8.0
5,9,medical,10.0
5,9,medical,10.0
5,9,medical,5.0
5,9,medical,6.0
5,9,medical,10.0
5,9,medical,8.0
5,9,medical,10.0
5,9,medical,8.0
5,9,medical,5.0
5,9,medical,6.0
5,9,medical,7.0
5,9,medical,4.0
5,9,medical,9.0
5,9,medical,7.0
5,9,medical,7.0
5,9,medical,9.0
5,9,medical,9.0
5,9,medical,6.0
5,9,medical,7.0
5,9,medical,10.0
5,9,medical,8.0
5,9,medical,4.0
5,9,medical,8.0
5,9,medical,6.0
5,9,medical,5.0
5,9,medical,10.0
5,9,medical,10.0
5,9,medical,6.0
5,9,medical,10.0
5,9,medical,8.0
5,9,medical,6.0
5,9,medical,8.0
5,9,medical,7.0
5,9,medical,7.0
5,9,medical,7.0
5,9,medical,10.0
5,9,medical,8.0
5,9,medical,8.0
5,9,medical,6.0
5,9,medical,10.0
5,9,medical,10.0
5,9,medical,9.0
5,9,medical,5.0
5,9,medical,9.0
5,9,medical,7.0
5,9,medical,5.0
5,9,medical,8.0
5,9,medical,8.0
5,9,medical,9.0
5,9,medical,10.0
5,9,medical,7.0
5,9,medical,4.0
5,9,medical,4.0
5,9,medical,10.0
5,9,medical,8.0
5,9,medical,10.0
5,9,medical,10.0
5,9,medical,5.0
5,9,medical,6.0
5,9,medical,10.0
5,9,medical,8.0
5,9,medical,10.0
5,9,medical,8.0
5,9,medical,5.0
5,9,medical,6.0
5,9,medical,7.0
5,9,medical,4.0
5,9,medical,9.0
5,9,medical,7.0
5,9,medical,7.0
5,9,medical,9.0
5,9,medical,9.0
5,9,medical,6.0
5,9,medical,7.0
5,9,medical,10.0
5,9,medical,8.0
5,9,medical,4.0
5,9,medical,8.0
5,9,medical,6.0
5,9,medical,5.0
5,9,medical,10.0
5,9,medical,10.0
5,9,medical,6.0
5,9,medical,10.0
5,9,medical,8.0
5,9,medical,6.0
5,9,medical,8.0
5,9,medical,7.0
5,9,medical,7.0
5,9,medical,7.0
5,9,medical,10.0
5,9,medical,8.0
5,9,medical,8.0
5,9,medical,6.0
5,9,medical,10.0
5,9,medical,10.0
5,9,medical,9.0
5,9,medical,5.0
5,9,medical,9.0
5,9,medical,7.0
5,9,medical,5.0
5,9,medical,8.0
5,9,medical,8.0
5,9,medical,9.0
5,9,medical,10.0
5,9,medical,7.0
5,9,medical,4.0
5,9,medical,4.0
5,9,medical,10.0
5,9,buildings,8.0
5,9,buildings,8.0
5,9,buildings,10.0
5,9,buildings,8.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,8.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,9.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,9.0
5,9,buildings,10.0
5,9,buildings,9.0
5,9,buildings,9.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,8.0
5,9,buildings,8.0
5,9,buildings,10.0
5,9,buildings,8.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,8.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,9.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,9.0
5,9,buildings,10.0
5,9,buildings,9.0
5,9,buildings,9.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,buildings,10.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,2.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,2.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,2.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,2.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,2.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,9,shake_intensity,2.0
5,9,shake_intensity,1.0
5,9,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
5,10,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,6,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,7,shake_intensity,1.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,7.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,9.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,6.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,5.0
6,8,sewer_and_water,10.0
6,8,sewer_and_water,8.0
6,8,sewer_and_water,9.0
